20,"[35.49223494833225, 424.21958879289036, 1496.7953229190782]","[6.274494466830588, 396.83726755290195, 1308.4218671757303]","[67.08318222960347, 40.86464589188996, 1548.5981142953854]","[43.26249521267957, 10.73000478501695, 1360.588480809783]","[365.1146086930215, 65.53429308482441, 1493.7623837005078]","[326.68156699776296, 450.5562789459748, 1441.8664918821246]","[294.2119742801511, 421.431007986999, 1253.1345127947945]","[334.23508229780043, 34.27247576249125, 1303.7831229473607]"
21,"[68.00138572435009, 475.3978721068684, 1488.0442431488384]","[29.081494737624894, 418.5581820485732, 1308.2039850760596]","[48.12279555362892, 107.36297479211142, 1609.6899804456098]","[14.177924552989793, 47.1472776438123, 1430.678920570296]","[344.73369695156464, 79.1648665735225, 1549.1497469878966]","[358.06611725993685, 449.77378883793614, 1427.1518569046275]","[315.67505021564386, 391.63338952008104, 1247.304679579243]","[303.58082498609735, 18.493091894253734, 1368.4612227942937]"
22,"[143.10692344139537, 498.0766408166932, 1510.0369228480663]","[92.93509460933572, 449.07253229062775, 1330.6785897736381]","[53.18536578109624, 141.33118993928738, 1633.6869375563394]","[7.247214204686234, 88.05699262567934, 1455.1520946311489]","[338.4184845790169, 56.10320828693185, 1571.9087934712772]","[422.4125740793216, 416.63744398258444, 1447.9238359223675]","[368.5836989080362, 367.0277699476341, 1268.5815703243165]","[285.31074156412996, 3.7671159937898824, 1391.7325825988403]"
23,"[229.9333686830884, 509.65746795814596, 1541.49365007702]","[183.92052521794707, 498.34231905594163, 1354.831355154883]","[66.74672081434719, 163.04403926288444, 1603.7172661453003]","[24.029613002972813, 146.64151156838, 1417.3591437211587]","[334.61615081135454, 33.888965923287394, 1540.4462972413924]","[492.7237558032366, 385.38132821552574, 1478.2585462610639]","[443.01276822387206, 374.1896139800248, 1291.3738785211528]","[285.16027130852524, 20.035738981334923, 1352.3368344945736]"
24,"[280.7844917697556, 482.4383401426011, 1560.7199273918416]","[257.9695257372387, 520.1718090396015, 1373.2534254402674]","[37.72849858482175, 181.33425514275757, 1530.675900291153]","[16.923246586808656, 213.37098128762852, 1342.6228926704118]","[275.9059212267246, 5.5735510027910635, 1461.2643002072969]","[515.1387179669462, 312.5472019651469, 1492.0386150937748]","[488.8070976588833, 351.35088595562036, 1304.0938474873813]","[249.3854968535934, 42.03347239236824, 1271.5531853185396]"
25,"[328.9012339446655, 448.4069170440054, 1584.6155796435864]","[323.9656908137247, 517.5868688323177, 1404.9553408911154]","[5.068642130726007, 245.60664628429976, 1516.4464366975963]","[0.2841284369708902, 308.8912474071678, 1335.351677807609]","[178.4440107208382, 16.0576233210524, 1418.0263796706934]","[500.4528837775877, 225.46079728638978, 1487.831882920819]","[492.5227197870741, 296.810874326338, 1307.9191407501246]","[169.6517831177021, 85.51551288438048, 1236.0338957594515]"
26,"[373.3219026249825, 407.23040775541216, 1586.561563770337]","[369.0381647527381, 476.73865519498435, 1407.0113484216872]","[7.443982857302563, 283.4578597034119, 1548.4009352859316]","[1.8522440762519687, 347.19799668343825, 1367.4891573300426]","[115.46673763903829, 21.154808307318884, 1439.0095568323206]","[481.2065191676361, 151.76244036675592, 1478.8626687971175]","[474.4863750569785, 224.06423136489497, 1299.2809145137408]","[107.3066709859101, 91.82064771123208, 1257.4531789698033]"
27,"[425.90074806209594, 359.15410411757153, 1571.0632490293747]","[404.0969434718692, 434.7716470398619, 1395.2946283605756]","[47.861508744127306, 271.85581143820315, 1581.4493465781811]","[24.01666969215323, 341.9038136812142, 1404.3961200039744]","[113.72421308990106, 4.360267187839381, 1452.8160772238625]","[492.52859624840386, 98.41514426514601, 1444.2643945872435]","[468.5929500914811, 177.0433637121028, 1268.859138851979]","[87.93995405497769, 81.56340216610403, 1275.6217945154515]"
28,"[439.3592439193707, 281.35098628148654, 1525.322116530627]","[407.67534770506774, 396.2514647525557, 1374.054018532979]","[56.77094229082155, 248.91860313849958, 1582.039498097332]","[21.94614686140352, 359.0216792694403, 1428.7825561410461]","[56.72554666787556, 9.848341952723603, 1394.1999704197958]","[441.492878771267, 48.28439028478924, 1340.4507172836627]","[408.3072523232659, 166.31411125377355, 1190.4840044599857]","[21.24593930196619, 127.16290510585513, 1242.5376592731195]"
29,"[440.6255835409015, 212.2662297722752, 1523.085111863582]","[428.412672208891, 354.74183132471876, 1394.0906373187736]","[56.45530913405305, 226.42225739559467, 1576.520460980332]","[40.476471751517536, 365.0189647047089, 1444.7677627652174]","[25.105980507823194, 25.633809640902886, 1350.3800204455536]","[412.2479281279862, 16.503892146174397, 1300.8828601487767]","[398.97855399606, 162.02374072793896, 1173.7207070968993]","[9.492498885349466, 171.0798322074245, 1221.4434484413161]"
30,"[414.90131354645115, 187.1918176759272, 1531.1951955837287]","[432.1327736657961, 335.4920505764807, 1409.5475716536973]","[30.75236398792618, 241.11235783555043, 1544.0283282141768]","[44.16609064431419, 386.0906409408894, 1419.0302747373134]","[4.122690331538484, 54.75086976406321, 1305.284666000804]","[391.2921574413625, 5.328567840441723, 1296.9508980352489]","[407.59224227429326, 156.6900327423304, 1177.1747319290682]","[18.297102313656872, 206.37138390512922, 1183.492746623694]"
31,"[407.9927774305293, 202.20551818443573, 1571.9169892829282]","[448.626309543459, 340.35856460113155, 1444.0472174920972]","[29.024387474053754, 276.60509272176205, 1533.313982747221]","[66.08058482117332, 411.40638116943364, 1401.865913613407]","[20.301069415332847, 75.29278347395349, 1305.6397903808513]","[401.98856665453576, 5.539749205880989, 1348.7835099667784]","[441.65653795799574, 146.92369505784563, 1222.4531980939018]","[58.12156224185463, 216.90027055495057, 1177.0322641082234]"
32,"[372.53249113415734, 249.06904396830436, 1591.5228049091018]","[433.0058038785062, 348.44301281316297, 1438.0437527040185]","[3.808733847040022, 321.17134883723924, 1494.1237400481261]","[60.89977380267421, 416.481893585342, 1337.6639777301646]","[6.750197439138466, 68.28020211943469, 1325.3763083461654]","[377.9783707983877, 1.7630535348488796, 1426.2590329652487]","[437.5148198130976, 104.68035192725658, 1273.3350102604143]","[64.68794649962628, 170.87605642681768, 1170.0049023483352]"
33,"[361.0108413250354, 288.1824427934368, 1600.452106205082]","[437.45345924067186, 330.08042855425623, 1428.728165942183]","[4.4869697169862555, 333.2229054935614, 1453.8075867558357]","[77.56988967144245, 370.38716268171464, 1280.3116248242327]","[6.775288924602297, 38.92386150598117, 1377.5113463142657]","[365.8255250810477, 0.24053151451648158, 1525.831067777093]","[441.4753107964605, 45.68910441904968, 1353.3959990351018]","[80.99395888304086, 83.30343200283045, 1202.7400424880484]"
34,"[381.8660678541865, 347.431539575139, 1544.2973782407605]","[458.4065175110523, 317.3815188253983, 1370.1520868220996]","[26.29289341429054, 349.5074427548608, 1388.7148032657392]","[99.2462059838376, 314.5635205846087, 1214.7036527710707]","[14.553206823213905, 48.523725690932125, 1430.0580230658677]","[372.95328784266206, 52.84253044274318, 1584.7930925517705]","[448.85472198301903, 25.83829934293489, 1408.6339043496023]","[88.95360894292364, 19.708918020693446, 1252.1331711975774]"
35,"[394.5644771347626, 389.5027272222704, 1441.757640343331]","[451.99743996785065, 293.18675906386267, 1285.1922681758333]","[25.78534723707155, 363.70392069334395, 1323.5252237871289]","[79.44152230649154, 263.164692115691, 1169.136032449396]","[4.4132473575156626, 99.38583642178473, 1472.2446363601643]","[376.211563679433, 130.60870753986825, 1587.1504942498711]","[432.94928438864787, 36.45594806763283, 1427.656278924085]","[59.40077881228074, 3.0344832862245292, 1311.8833130229636]"
36,"[402.9836797543963, 373.7567024119904, 1330.5426762618226]","[422.0293843094623, 237.8244439840651, 1195.458595183739]","[17.978852308828262, 369.8359298766141, 1281.5688079495428]","[33.35159712723594, 230.81034531949928, 1150.1964000272949]","[0.905259744333814, 151.20665616905518, 1492.1584874624868]","[388.7368475607154, 159.21708779281158, 1536.1437617604133]","[406.7568887497276, 24.798606258433946, 1397.8351729908065]","[16.85843870941363, 14.69611414173988, 1353.8351926589103]"
37,"[445.0541134204237, 335.54582252478735, 1271.177907413397]","[412.74531214454356, 185.56455586373454, 1154.774351991377]","[63.81724014940055, 406.61136840031963, 1287.0102805482338]","[28.089032881379172, 254.76123661342717, 1175.2597696334933]","[46.300466407144356, 218.9301384581263, 1525.5625778906945]","[430.0858083066532, 150.74809536885437, 1503.8316731398984]","[396.46297433350634, 2.1234465342422624, 1384.2384685490683]","[10.292595386945369, 68.69741340580914, 1406.5813716564828]"
38,"[479.04884068548085, 340.47234003223497, 1265.258143854251]","[406.2975612521142, 203.4664718200367, 1151.1324669876694]","[123.9099792292825, 488.9357501855388, 1315.0329800707718]","[47.829552794483796, 350.6980201368544, 1205.8302204331367]","[87.68300781620678, 303.1029910585839, 1552.9238629978338]","[445.409950152624, 157.0760290160219, 1497.0689351821406]","[371.3932436146732, 21.7500440986882, 1379.890777024017]","[11.057689846520823, 166.6859345150387, 1436.5541366123166]"
39,"[494.83691270419513, 309.129564027219, 1269.971541044204]","[395.86703053237693, 205.36198944160267, 1141.420852241925]","[175.753002413388, 514.6391255891222, 1351.1738051216112]","[73.32094339107037, 409.6426280137614, 1227.4541511076086]","[106.1798875472184, 308.62496388336535, 1563.6732801016938]","[428.22303340708606, 105.81419120891043, 1476.6777941848427]","[328.3117463721262, 4.336170248786875, 1345.3680010430653]","[3.5048401383314665, 206.47565849424635, 1433.1117239792895]"
40,"[509.30008076876464, 281.71771985633865, 1306.7188636057933]","[393.6817159628063, 230.6350250499461, 1161.4226877616277]","[242.77212880903537, 535.002984443327, 1431.0247562995262]","[123.34334053873768, 482.5981398114189, 1290.2638213801288]","[121.11428618013424, 312.979094539978, 1599.3786741077693]","[391.3295665830479, 62.7210480000188, 1469.8919015909717]","[275.40782780867625, 14.577044126465394, 1322.3567493036223]","[2.3251185527439766, 264.68292483605825, 1452.4787777996971]"
41,"[524.1060894483459, 238.7585342629641, 1322.3525566791452]","[410.27398304008057, 239.35961048199582, 1167.0144835545514]","[298.9729520409687, 507.0888511029266, 1489.5543536097132]","[180.89270404463602, 506.2220519819091, 1338.2948160578708]","[130.49992425258822, 282.4029899780537, 1606.0506313215249]","[360.09698625062606, 17.332446552207806, 1434.4842942742057]","[246.61474608499017, 21.26032539532914, 1277.549056915974]","[14.134909264431572, 286.584854946306, 1449.638799348385]"
42,"[526.1519859020519, 222.65350254204685, 1348.217245790254]","[438.63192708916114, 271.5664780019071, 1183.7916187089602]","[318.5258381212339, 489.25261995656905, 1539.1591813168172]","[226.01972236648803, 536.7038875766304, 1377.8701867846182]","[104.06563100112301, 278.6530806970092, 1584.9077728577377]","[317.18694947097384, 15.26640466687713, 1390.951658281504]","[230.72529906076952, 67.63755649525905, 1225.7125549965554]","[14.740694518977609, 331.6612363818003, 1419.8800265774287]"
43,"[502.1079032871046, 177.78091877302163, 1373.4263713439082]","[461.29660609847974, 271.23456709176537, 1210.05905410535]","[296.2557137655763, 437.98379153629514, 1574.8261490649047]","[249.72910971306123, 530.3570878393524, 1413.1920151282977]","[49.792288458357234, 265.23695122583933, 1531.7844349853708]","[262.0674961000784, 7.690102082566544, 1329.247849166722]","[222.94119229857438, 104.44073093334745, 1166.0584991535775]","[7.945480401284158, 363.0857863305579, 1368.390995664557]"
44,"[480.5571150117733, 153.63894118723584, 1405.4967402309544]","[477.1079668731796, 268.44686483831634, 1250.9157881441236]","[258.1046715058936, 405.9954808913199, 1599.0777740074554]","[248.65926619045726, 520.0353689836213, 1445.0361164913427]","[13.298608818245468, 261.5659467419808, 1491.1501068451666]","[242.43224911926663, 11.406190889762275, 1297.9401606405283]","[240.81604466633493, 129.3086845705439, 1144.256376014689]","[9.125018743407137, 380.81660638210093, 1336.9268037736663]"
45,"[477.3459721977638, 127.71430007824945, 1452.6213609909305]","[508.87603421471044, 252.38864371403074, 1309.2679866594553]","[242.45777998340145, 384.03309794729427, 1625.1633570625274]","[267.95106810047696, 508.3974175842314, 1481.264947515339]","[10.888277081133547, 267.5192804643364, 1466.2974524024582]","[252.42560227751574, 12.815256997990973, 1295.4238358167754]","[285.81286345252806, 140.35813070381923, 1153.5068814103604]","[41.95089314605776, 396.6472674480984, 1323.524756309245]"
46,"[456.67393481093336, 93.21101937462699, 1499.574299712824]","[522.9070337813339, 217.46551748827585, 1368.189281528376]","[223.67642621395132, 368.1965867442499, 1643.5799527863762]","[284.0371620507269, 492.78468953646393, 1510.6983128963277]","[10.165239139969092, 280.41597451101427, 1445.7269338239785]","[249.58558362539654, 6.302297302135582, 1304.476084298942]","[317.6961247990098, 133.17972545203236, 1174.9176488460273]","[76.28622226415948, 409.13269369808665, 1315.0250299303962]"
47,"[441.81856596875514, 87.51826345465834, 1513.911577540571]","[531.7820678354431, 207.2138095750783, 1392.8018286561717]","[209.8099763828723, 376.65941493913004, 1628.8547733711096]","[294.17130279420076, 497.0498455035906, 1505.515992597932]","[18.213878847008143, 301.977370654253, 1404.9087806121925]","[256.2838374883013, 13.312369253217367, 1293.5201652302267]","[348.0353066927362, 135.51223827424195, 1174.477417866207]","[108.2549221384102, 426.1345858640747, 1284.490499926334]"
48,"[408.7673808729329, 104.20993569026139, 1550.6242367020882]","[512.2911880367682, 216.88553703121792, 1433.6838377084798]","[171.72419213871186, 401.44669492379995, 1628.7482728637608]","[269.905051429855, 514.7845300494421, 1509.0060580609838]","[1.7696799748793124, 318.8104475425162, 1390.5781773097417]","[244.5031397097877, 22.137509949737098, 1316.56569523252]","[349.6470772558238, 137.3884275736203, 1201.742813479492]","[105.38139559779042, 435.9739346454075, 1274.1294952022658]"
49,"[410.8474781984291, 132.79269209172716, 1563.6199058303353]","[515.2031499534455, 229.36563711347466, 1433.729233469264]","[160.67842395191468, 428.8273783406034, 1584.1488664973617]","[259.792555911682, 525.3868192493952, 1451.1984726459998]","[3.7096083973046396, 302.21858804377877, 1356.6202195860876]","[259.3704258337311, 7.63076344479244, 1340.2564821213903]","[365.1672983156686, 107.14903557235864, 1212.0946661398502]","[107.97824569567996, 403.2999961772586, 1226.4911832617795]"
50,"[432.81279640557943, 215.9718034149608, 1582.0314252083465]","[526.1791702584204, 282.3419382493128, 1427.2226653151579]","[158.0292214405946, 485.6847425981019, 1533.129004431986]","[246.1263850443264, 550.8038720537292, 1375.5804952295582]","[9.083861911599445, 290.69833605590094, 1353.5910943938677]","[289.2782212342337, 23.928411478210197, 1405.9087799564986]","[383.8500294136762, 93.70453032857341, 1251.928969183292]","[101.96456354909115, 361.32706745318234, 1197.3613806594494]"
51,"[457.3644267341323, 254.4560804568668, 1596.4484692114056]","[535.9441418548907, 278.3324275589312, 1422.2555441982827]","[156.21680333524765, 475.91821369597557, 1492.0111106967383]","[229.53444609647855, 497.39210512734104, 1315.981172178544]","[17.257767127060475, 225.64188854565208, 1389.5883235463248]","[323.68351910334593, 8.404377741720337, 1495.9994804027283]","[403.1832815931692, 35.85892055782489, 1321.5049199352966]","[94.87974021027586, 253.10911111145123, 1212.8304471498545]"
52,"[465.46200084108693, 292.6711232173298, 1582.1879139665834]","[526.348760734808, 270.8484470702609, 1400.791662683791]","[138.73096435476887, 458.08902495215176, 1453.6333458899899]","[194.4386836716741, 433.14690524506346, 1271.7056550867064]","[13.114249674975923, 181.57593992467122, 1439.5182899581687]","[344.89781871061734, 21.06197924431495, 1568.2317065965099]","[406.3687209197716, 2.6332546985564114, 1385.4640232301367]","[72.52402256165684, 162.41333966408746, 1254.7854029948385]"
53,"[465.6206581726642, 340.98828096717835, 1554.0988681636238]","[506.8637958278441, 277.17260815293497, 1377.1395784847634]","[118.19400496596333, 462.07032726511767, 1430.501181708622]","[154.40471658476596, 394.97350519542016, 1254.4047739082466]","[6.693764575720226, 187.43941121479457, 1498.2052166297105]","[358.8904997362065, 71.27500135408087, 1620.1703817468247]","[400.37875301249073, 10.430703156198721, 1441.008410316524]","[45.95560615307019, 125.35462016759033, 1317.5758934134053]"
54,"[467.59671014319724, 350.791941904845, 1499.534751513622]","[484.8512961520464, 251.39390395936573, 1335.491049963463]","[108.60235279068594, 457.8516600710918, 1398.0271285173396]","[120.93887405422949, 355.6045406799502, 1236.1120865128469]","[3.4704932399208883, 206.71776413014402, 1533.3686905714148]","[367.04314000061936, 103.96565015351518, 1631.7005037286667]","[384.29209018412394, 7.0275984728851935, 1464.883826972917]","[18.307233662876133, 108.3565892271323, 1365.6548977745153]"
55,"[492.0819603863319, 355.1728414676803, 1450.1319769710346]","[478.97661152051813, 228.48724823628083, 1305.6777039198746]","[133.06948934013047, 481.17402816661, 1373.4751052966956]","[115.15041196507804, 352.5725977378261, 1232.1820666653234]","[26.106680975913093, 268.77280618840314, 1562.9030824577314]","[389.58087171923006, 145.97804988097562, 1635.1538427646578]","[376.3084718702848, 21.240768409286375, 1487.550422061735]","[10.213254996325247, 142.74610637731917, 1414.958377130509]"
56,"[521.0598854884355, 310.7646286751199, 1388.0238956401447]","[471.8553897462908, 175.9973018579361, 1259.553230018233]","[183.11940674962366, 492.16746867231126, 1328.595183203558]","[129.188691091557, 356.68069827440445, 1203.8636436325958]","[61.007389106188064, 320.64476849230374, 1547.9280317974842]","[403.42472197299696, 141.17632598237898, 1602.275618436464]","[354.0723408937421, 8.062316198979127, 1470.49049533414]","[8.830672793237362, 186.71122850846015, 1416.1617120067485]"
57,"[543.8935056280712, 265.9420670131229, 1397.0657315850633]","[459.761442012296, 149.10513465060012, 1269.1636056766488]","[269.9452955232292, 533.603582315942, 1334.1990409032205]","[181.05629942612097, 417.41930170522215, 1210.009253401161]","[103.98436659731543, 404.56322306861705, 1553.8438354185623]","[382.7936789260117, 137.47443098204258, 1611.646572192634]","[298.9940412942552, 22.23962169381194, 1480.4182396916335]","[17.243841789020834, 289.3260501986663, 1422.6209668554834]"
58,"[494.5071159839339, 164.80453103971914, 1401.266184114248]","[390.3276725527395, 82.97402838933866, 1261.4862173579993]","[329.66156772294164, 507.7382095823201, 1324.6831133289418]","[220.84636326550034, 428.04179597471494, 1188.1881429272464]","[109.78563656917876, 437.8594625330685, 1522.6977986742722]","[279.89668342829566, 93.92849017636254, 1594.7111992904397]","[176.8811292783531, 13.534649748168045, 1451.7183959250676]","[4.0017308128695745, 358.42240581628903, 1379.4410878642168]"
