16,"[20.41462752875433, 323.67873438426096]","[18.0442576999343, 319.28137831150053]","[259.6367002070497, 18.080278933104914]","[263.26232000395817, 14.315724603190851]","[494.3014544423668, 211.00932376842076]","[248.4866487505958, 514.2489089681651]","[244.41464155631883, 506.7136922152634]","[492.7854081175924, 202.82057352435305]"
17,"[50.310433271876846, 357.74146658093906]","[20.6998100967207, 366.95202437566905]","[214.5089571486996, 8.519086652492943]","[190.92332368057757, 17.020299085712224]","[482.05106879023526, 147.31710232629968]","[310.86162029962554, 495.69801651824474]","[278.77798971178976, 502.28075254153447]","[452.11341314376835, 152.80527787502552]"
18,"[41.209485471028835, 375.3152435159803]","[0.3836056722105269, 397.4707301238935]","[130.11460464661792, 2.730643868986424]","[95.02778531072043, 23.0275309963684]","[416.1420028993163, 88.36217603677215]","[320.2458719492226, 461.47426122416556]","[276.4240498879158, 481.5672592349809]","[374.0819416995152, 107.03093842247273]"
19,"[50.13539874445485, 399.95882181397354]","[11.110434075182212, 409.238883706924]","[110.92045169763401, 17.83195199045275]","[77.47948057811564, 24.781103656505536]","[402.56246956650773, 76.7503143803462]","[334.84537448497576, 459.9790890122519]","[292.6786412305039, 467.3727584662117]","[362.0462693298657, 82.43915984512086]"
20,"[32.33870785885268, 437.62984445173]","[3.1209673773510165, 410.24752321174157]","[63.92965514012389, 54.27490155072955]","[40.10896812319999, 24.140260443856548]","[361.96108160354197, 78.94454874366401]","[323.5280399082834, 463.9665346048144]","[291.05844719067153, 434.84126364583864]","[331.0815552083209, 47.68273142133084]"
21,"[54.70036117332704, 475.5135792901608]","[15.780470186601844, 418.6738892318656]","[34.82177100260587, 107.47868197540377]","[0.8769000019667433, 47.26298482710466]","[331.4326724005416, 79.28057375681486]","[344.7650927089138, 449.8894960212285]","[302.37402566462083, 391.7490967033734]","[290.2798004350743, 18.60879907754609]"
22,"[155.40534357179928, 496.35377364504313]","[105.23351473973965, 447.34966511897767]","[65.48378591150016, 139.60832276763733]","[19.545634335090153, 86.33412545402928]","[350.71690470942076, 54.380341115281794]","[434.71099420972547, 414.91457681093436]","[380.88211903844007, 365.30490277598403]","[297.60916169453384, 2.0442488221398243]"
23,"[221.68105019059522, 499.84469569917144]","[175.6682067254539, 488.5295467969671]","[58.49440232185402, 153.23126700390992]","[15.777294510479642, 136.82873930940548]","[326.36383231886134, 24.07619366431289]","[484.4714373107434, 375.5685559565512]","[434.76044973137886, 364.37684172105025]","[276.90795281603204, 10.222966722360418]"
24,"[287.93979017669903, 493.29889077161874]","[265.1248241441821, 531.0323596686192]","[44.88379699176517, 192.1948057717752]","[24.078544993752082, 224.23153191664616]","[283.06121963366803, 16.434101631808716]","[522.2940163738897, 323.40775259416455]","[495.96239606582674, 362.211436584638]","[256.5407952605368, 52.89402302138589]"
25,"[342.5906996503188, 440.3684004367347]","[337.655156519378, 509.54835222504704]","[18.758107836379356, 237.56812967702905]","[13.97359414262424, 300.8527307998971]","[192.13347642649157, 8.019106713781706]","[514.1423494832411, 217.42228067911907]","[506.21218549272743, 288.7723577190673]","[183.34124882335547, 77.47699627710979]"
26,"[372.7276862270725, 388.5135003025341]","[368.44394835482814, 458.0217477421063]","[6.849766459392564, 264.74095225053384]","[1.258027678341969, 328.4810892305602]","[114.8725212411283, 2.4379008544408305]","[480.6123027697261, 133.04553291387788]","[473.8921586590685, 205.34732391201692]","[106.71245458800011, 73.10374025835402]"
27,"[405.12666880151323, 374.92507120402524]","[383.3228642112865, 450.5426141263156]","[27.087429483544614, 287.62677852465686]","[3.2425904315705383, 357.6747807676679]","[92.95013382931836, 20.13123427429311]","[471.75451698782115, 114.18611135159973]","[447.8188708308984, 192.81433079855654]","[67.165874794395, 97.33436925255775]"
28,"[431.81163076180326, 283.67267861775713]","[400.12773454750027, 398.5731570888263]","[49.22332913325407, 251.24029547477014]","[14.398533703836037, 361.3433716057109]","[49.17793351030808, 12.170034288994175]","[433.9452656136995, 50.60608262105981]","[400.75963916569845, 168.6358035900441]","[13.698326144398706, 129.4845974421257]"
29,"[453.6609547764923, 212.8321186893787]","[441.4480434444818, 355.30772024182227]","[69.49068036964383, 226.98814631269815]","[53.51184298710832, 365.5848536218124]","[38.14135174341397, 26.199698558006368]","[425.283299363577, 17.06978106327788]","[412.0139252316508, 162.58962964504244]","[22.527870120940243, 171.64572112452797]"
30,"[414.87709814721825, 193.25268261849033]","[432.1085582665632, 341.55291551904384]","[30.728148588693287, 247.17322277811354]","[44.141875245081295, 392.1515058834525]","[4.098474932305593, 60.811734706626346]","[391.2679420421296, 11.389432783004855]","[407.56802687506035, 162.75089768489352]","[18.272886914423978, 212.43224884769234]"
31,"[410.4457642506717, 202.7417163116498]","[451.0792963636014, 340.8947627283456]","[31.47737429419611, 277.1412908489761]","[68.53357164131567, 411.9425792966477]","[22.754056235475204, 75.82898160116754]","[404.44155347467813, 6.075947333095047]","[444.1095247781381, 147.4598931850597]","[60.57454906199699, 217.43646868216464]"
32,"[378.0520354609422, 267.67957592866367]","[438.52534820529104, 367.0535447735223]","[9.328278173824856, 339.78188079759855]","[66.41931812945904, 435.0924255457013]","[12.2697417659233, 86.89073407979404]","[383.49791512517254, 20.373585495208225]","[443.0343641398824, 123.29088388761593]","[70.20749082641112, 189.48658838717702]"
33,"[360.82744153674724, 288.6423587728218]","[437.2700594523837, 330.54034453364125]","[4.303569928698073, 333.68282147294644]","[77.38648988315427, 370.84707866109966]","[6.591889136314114, 39.3837774853662]","[365.64212529275954, 0.7004474939015126]","[441.29191100817235, 46.14902039843471]","[80.81055909475268, 83.76334798221548]"
34,"[376.2911859864627, 330.7208247218057]","[452.8316356433285, 300.67080397206496]","[20.71801154656672, 332.79672790152745]","[93.67132411611377, 297.85280573127534]","[8.978324955490088, 31.81301083759875]","[367.3784059749383, 36.131815589409804]","[443.27984011529526, 9.127584489601512]","[83.3787270751998, 2.9982031673600695]"
35,"[406.4068560859125, 397.96003644167547]","[463.83981891900055, 301.64406828326776]","[37.62772618822147, 372.16122991274904]","[91.28390125764146, 271.6220013350961]","[16.255626308665587, 107.84314564118982]","[388.0539426305829, 139.06601675927334]","[444.79166333979776, 44.91325728703792]","[71.24315776343066, 11.491792505629622]"
36,"[417.9173573911484, 368.2446888912678]","[436.9630619462144, 232.31243046334257]","[32.91252994558039, 364.3239163558915]","[48.28527476398807, 225.29833179877673]","[15.838937381085938, 145.69464264833263]","[403.6705251974675, 153.70507427208904]","[421.6905663864797, 19.286592737711395]","[31.792116346165752, 9.184100621017327]"
37,"[435.8244306433181, 344.20129423301654]","[403.515629367438, 194.22002757196375]","[54.58755737229501, 415.2668401085488]","[18.85935010427363, 263.41670832165636]","[37.07078363003882, 227.5856101663555]","[420.8561255295476, 159.40356707708358]","[387.2332915564008, 10.77891824247146]","[1.0629126098398278, 77.35288511403834]"
38,"[487.99081542956594, 321.6893207521286]","[415.23953599619927, 184.68345253993033]","[132.85195397336759, 470.1527309054324]","[56.771527538568876, 331.915000856748]","[96.62498256029187, 284.3199717784775]","[454.3519248967091, 138.29300973591552]","[380.3352183587583, 2.967024818581829]","[19.9996645906059, 147.90291523493232]"
39,"[499.6986924686197, 324.4159266866489]","[400.7288102968015, 220.64835210103257]","[180.61478217781257, 529.9254882485521]","[78.18272315549495, 424.9289906731913]","[111.04166731164298, 323.9113265427953]","[433.08481317151063, 121.10055386834036]","[333.1735261365508, 19.622532908216797]","[8.366619902756039, 221.76202115367624]"
40,"[518.6619227341586, 286.88766286792844]","[403.04355792820024, 235.80496806153593]","[252.13397077442923, 540.1729274549168]","[132.70518250413156, 487.7680828230087]","[130.47612814552812, 318.1490375515678]","[400.6914085484418, 67.89099101160859]","[284.76966977407017, 19.74698713805519]","[11.686960518137859, 269.85286784764804]"
41,"[521.8625828642882, 229.69986817202786]","[408.030476456023, 230.30094439105957]","[296.72944545691115, 498.03018501199034]","[178.64919746057848, 497.16338589097285]","[128.25641766853067, 273.34432388711747]","[357.8534796665685, 8.273780461271565]","[244.37123950093263, 12.2016593043929]","[11.89140268037402, 277.52618885536975]"
42,"[536.3718354031154, 217.42123721175997]","[448.85177659022463, 266.33421267162026]","[328.7456876222974, 484.0203546262822]","[236.2395718675515, 531.4716222463435]","[114.28548050218649, 273.42081536672237]","[327.40679897203734, 10.034139336590254]","[240.94514856183298, 62.40529116497218]","[24.960544020041077, 326.42897105151343]"
43,"[506.67533581593824, 183.8102155403593]","[465.8640386273134, 277.263863859103]","[300.8231462944099, 444.0130883036328]","[254.29654224189485, 536.3863846066901]","[54.35972098719086, 271.266247993177]","[266.63492862891206, 13.719398849904236]","[227.508624827408, 110.47002770068515]","[12.512912930117787, 369.11508309789554]"
44,"[471.95904872856187, 157.29376588373174]","[468.50990058996814, 272.10168953481224]","[249.50660522268214, 409.6503055878158]","[240.0611999072458, 523.6901936801173]","[4.7005425350340175, 265.2207714384767]","[233.83418283605516, 15.061015586258186]","[232.21797838312347, 132.9635092670398]","[0.5269524601956871, 384.4714310785968]"
45,"[483.39852271009977, 121.13694842427084]","[514.9285847270464, 245.8112920600521]","[248.5103304957374, 377.45574629331566]","[274.00361861281294, 501.8200659302528]","[16.940827593469503, 260.9419288103578]","[258.4781527898517, 6.237905344012357]","[291.86541396486405, 133.7807790498406]","[48.00344365839372, 390.06991579411977]"
46,"[468.84836391947437, 89.72395936981032]","[535.081462889875, 213.9784574834592]","[235.85085532249238, 364.7095267394332]","[296.2115911592679, 489.29762953164726]","[22.33966824851014, 276.9289145061976]","[261.7600127339376, 2.8152372973189177]","[329.8705539075508, 129.69266544721572]","[88.46065137270053, 405.64563369327]"
47,"[430.37574826273016, 92.21911200629722]","[520.3392501294181, 211.9146581267172]","[198.36715867684728, 381.36026349076894]","[282.7284850881758, 501.7506940552295]","[6.771061140983142, 306.6782192058919]","[244.8410197822763, 18.013217804856247]","[336.5924889867112, 140.21308682588085]","[96.81210443238518, 430.8354344157136]"
48,"[428.80992626548243, 97.20524340062948]","[532.3337334293177, 209.880844741586]","[191.76673753126136, 394.44200263416803]","[289.94759682240453, 507.7798377598101]","[21.812225367428827, 311.8057552528843]","[264.5456851023372, 15.132817660105188]","[369.6896226483733, 130.3837352839884]","[125.42394099033993, 428.9692423557756]"
49,"[415.54558994374423, 141.94146497034208]","[519.9012616987605, 238.51440999208958]","[165.37653569722983, 437.97615121921837]","[264.4906676569971, 534.5355921280101]","[8.407720142619771, 311.36736092239374]","[264.0685375790462, 16.779536323407374]","[369.8654100609837, 116.29780845097358]","[112.67635744099509, 412.4487690558736]"
50,"[443.09092447054996, 193.04274840431214]","[536.4572983233909, 259.41288323866416]","[168.30734950556513, 462.7556875874532]","[256.40451310929694, 527.8748170430804]","[19.361989976569973, 267.7692810452523]","[299.5563492992042, 0.9993564675615324]","[394.12815747864676, 70.77547531792474]","[112.24269161406168, 338.3980124425337]"
51,"[440.728666781072, 264.67330396496726]","[519.3083819018304, 288.5496510670317]","[139.5810433821873, 486.135437204076]","[212.8986861434182, 507.6093286354415]","[0.6220071740001304, 235.8591120537525]","[307.04775915028563, 18.621601249820774]","[386.5475216401089, 46.07614406592532]","[78.24398025721551, 263.3263346195517]"
52,"[455.3175936400661, 301.3575781009048]","[516.2043535337872, 279.53490195383586]","[128.58655715374798, 466.77547983572674]","[184.29427647065322, 441.83336012863845]","[2.969842473955037, 190.2623948082462]","[334.7534115095965, 29.748434127889922]","[396.22431371875075, 11.319709582131383]","[62.37961536063595, 171.09979454766244]"
53,"[468.0170139174928, 331.6365647432562]","[509.2601515726727, 267.8208919290128]","[120.59036071079194, 452.7186110411955]","[156.80107232959458, 385.621788971498]","[9.090120320548836, 178.08769499087245]","[361.2868554810351, 61.92328513015874]","[402.77510875731934, 1.0789869322765822]","[48.3519618978988, 116.00290394366819]"
54,"[481.78013602888024, 351.4121746293565]","[499.0347220377294, 252.01413668387727]","[122.78577867636893, 458.47189279560337]","[135.12229993991247, 356.22477340446176]","[17.653919125603874, 207.33799685465556]","[381.22656588630235, 104.58588287802672]","[398.47551606980693, 7.647831197396723]","[32.49065954855912, 108.97682195164384]"
55,"[502.138830708695, 341.98660185080206]","[489.03348184288126, 215.3010086194026]","[143.1263596624936, 467.98778854973176]","[125.20728228744116, 339.3863581209478]","[36.16355129827622, 255.5865665715249]","[399.6377420415932, 132.7918102640974]","[386.3653421926479, 8.054528792408137]","[20.270125318688372, 129.55986676044094]"
56,"[535.4618231688379, 327.3589111632764]","[486.2573274266932, 192.5915843460926]","[197.52134443002603, 508.7617511604677]","[143.59062877195936, 373.2749807625609]","[75.40932678659044, 337.2390509804602]","[417.82665965339936, 157.77060847053548]","[368.4742785741445, 24.656598687135606]","[23.232610473639735, 203.30551099661665]"
57,"[539.4266083913027, 252.00374877398278]","[455.29454477552747, 135.16681641146002]","[265.4783982864607, 519.6652640768019]","[176.58940218935243, 403.480983466082]","[99.5174693605469, 390.6249048294769]","[378.32678168924315, 123.53611274290246]","[294.5271440574867, 8.30130345467184]","[12.776944552252301, 275.38773195952615]"
58,"[513.30611488238, 162.18996320968327]","[409.1266714511857, 80.35946055930278]","[348.46056662138784, 505.12364175228424]","[239.64536216394657, 425.4272281446791]","[128.584635467625, 435.2448947030326]","[298.69568232674186, 91.31392234632666]","[195.68012817679931, 10.920081918132174]","[22.800729711315785, 355.80783798625316]"
59,"[397.40829542331653, 49.993538446866886]","[296.04546216200106, 9.154225217779832]","[366.6181539713293, 429.1948413761383]","[261.09703819045626, 391.84861478635906]","[107.38931907538561, 432.7186191117408]","[143.49707794890628, 50.90908874221335]","[44.19583423122002, 11.090496580437012]","[5.856689798085416, 394.71935404251843]"
60,"[367.2051456366146, 31.009634035227386]","[287.84316069794636, 18.889666865599033]","[429.6030454682748, 410.3337003677775]","[346.5058720456725, 402.4281292372688]","[153.7810884225594, 464.45199226597714]","[96.60575499934819, 81.5639624287883]","[19.933772523327008, 70.09539441761135]","[75.4403657340429, 455.2646818626388]"
61,"[320.0807861370199, 25.57926793664986]","[281.1469097666445, 21.781991301474495]","[427.54681535426243, 397.4258476864268]","[384.8704593979269, 398.1712040893449]","[138.97108239534467, 477.16098401305067]","[36.93840677187793, 101.28060349750724]","[1.2265235870818514, 97.88479120497614]","[102.03212168499115, 476.19847397767944]"
62,"[288.6618695220001, 24.405378723911276]","[298.922540412627, 20.652480655558243]","[409.57187590614933, 393.21868525756264]","[415.9563147802131, 394.1105023400365]","[119.20634923729689, 480.60705449267965]","[3.9401944465754624, 107.61187483356477]","[17.781315303498232, 104.16847372074471]","[132.20622077377143, 479.6220279237721]"
63,"[278.598004383416, 3.306227102584529]","[333.78864212420734, 0.8051628080465889]","[386.55903229824065, 375.0434458202067]","[437.74929333754807, 377.08536186562947]","[107.3470563099881, 455.1995530324981]","[5.0977010094129165, 79.42671038523972]","[63.972851857162325, 77.32995916427618]","[165.66482200199968, 455.5462697574208]"
64,"[263.1112196639084, 19.376430524293017]","[353.76328168763087, 24.89973455958334]","[331.527826658804, 398.1497561800696]","[417.97675587863216, 407.87837170765823]","[69.87144729287147, 456.69432753297895]","[7.208674753533248, 74.35490846221181]","[101.43314316117002, 80.58554415850712]","[163.64992670808178, 465.3426648314122]"
65,"[257.98376675507825, 4.579672751313726]","[369.32927286582026, 17.534261769172392]","[274.11503608081284, 389.8079135175437]","[380.9944628896924, 406.4008112584507]","[29.019383692459545, 413.2001231863507]","[18.70760197534992, 25.171050895588255]","[133.39229659682678, 39.27522221369222]","[143.1979206502847, 429.6160657038219]"
66,"[284.5904158369249, 113.28823691384656]","[401.9688953732184, 129.27463799300918]","[239.8692730739881, 498.76240393050233]","[352.4087981298867, 517.4619416702284]","[5.26556734822817, 467.6441012103019]","[55.98098009312208, 80.5717410020205]","[176.41353225420653, 98.30939502490531]","[124.95629672586576, 487.420405935524]"
67,"[362.7200362842541, 263.5846167761532]","[463.99676100201896, 281.7763620305832]","[241.65295562186884, 630.8537281203992]","[337.48849845715813, 650.4323610377488]","[5.906684176632543, 530.5193877525799]","[133.3771343954745, 163.28400784115556]","[237.3620995691399, 183.91762370539456]","[108.62189446924866, 552.7331097653964]"
68,"[446.63708423813665, 377.21671861544485]","[515.4607415922416, 387.86348425273593]","[253.68190262109516, 709.750365873451]","[316.6045794073694, 720.4887415403059]","[18.66552199633049, 547.9148138280583]","[218.28072228405387, 216.9294883268218]","[289.36462926183964, 230.5114110593732]","[87.8790730325432, 562.5059568712331]"
69,"[480.81354008734604, 498.68389176169956]","[510.87922834329163, 483.2457732687851]","[237.58077914191188, 794.7786987541951]","[261.6261226461278, 778.5777707894746]","[10.87155481730849, 593.6876508038326]","[260.69099497241575, 300.08552073934646]","[292.52454922584764, 287.72168790309865]","[40.35161306311272, 581.75155415263]"
70,"[507.7716386618227, 604.1966188775427]","[501.010827921351, 558.1081285299874]","[243.21470323418959, 882.201895069881]","[230.57396300576517, 835.2515156246207]","[26.009570927716652, 676.313794351242]","[296.8865147064826, 400.85839640491275]","[291.49929557690626, 357.6507177336359]","[17.96270914177836, 633.2085761103983]"
71,"[518.2516195175531, 700.3914073808314]","[475.6210984164313, 631.6329855485113]","[256.2151239191221, 982.9599970245965]","[208.0105234317571, 913.8243285099583]","[46.43783238641437, 797.6263657100536]","[314.43193875846555, 517.0146378330666]","[272.89049032839193, 450.79785104272815]","[2.0556739350077042, 731.4994333033989]"
72,"[544.0764927589555, 786.6770766873132]","[461.8272850924152, 708.5866709413012]","[307.37629623820044, 1093.0464679514762]","[220.1079214168592, 1015.4428031370916]","[107.21564769883004, 944.597388781503]","[349.30436179740514, 639.1868585546224]","[267.8922914527036, 563.2698574625869]","[22.893478943405867, 869.0380598635505]"
73,"[498.10175942604434, 816.8100690417168]","[378.27478671455134, 748.6545204116788]","[317.8442456915573, 1160.32583782423]","[193.80673637968408, 1093.727554562885]","[127.06318815470111, 1059.3719429351581]","[311.9654485918564, 715.6033937766877]","[192.84516079372366, 649.3002170843722]","[5.145121368475955, 993.950500092339]"
74,"[440.6268513642879, 832.790615156295]","[297.0029445333592, 790.4563675587063]","[348.1146883697268, 1209.181903907743]","[201.13965155023908, 1169.5610744982066]","[157.3878536049245, 1167.2360640739357]","[253.8838242962109, 789.237418521223]","[111.12543060912441, 748.3914410839558]","[12.15459460147968, 1127.9387972978939]"
75,"[353.911816996048, 867.4517708801371]","[206.66454552282866, 853.8202224134038]","[358.6044229495138, 1252.7329695459575]","[208.70573695159655, 1242.8451538639292]","[158.92461561579384, 1275.3251657999583]","[157.79743018204326, 887.1231190399574]","[11.823489826197685, 874.491449814238]","[10.933792725586128, 1264.8271204271052]"
76,"[346.83761607652684, 898.6890082203274]","[209.92350994225703, 905.5726288563342]","[437.5275877396015, 1269.2211193586788]","[298.53119726226157, 1280.640206623084]","[230.545914103919, 1352.0383324963143]","[143.1075564513629, 977.4683597264207]","[7.901646258016496, 984.7796343083266]","[93.82030899962716, 1361.8623334030028]"
77,"[343.0316296518326, 953.4347646475679]","[227.08541886396318, 971.549833709244]","[505.3700211737775, 1296.462865127813]","[387.76138659142765, 1319.669592902238]","[292.3479054475137, 1429.5137599181728]","[133.06249056333667, 1081.578801892491]","[19.259972736999252, 1099.5570023249968]","[177.52109554335033, 1450.1994907777507]"
78,"[308.69882455158273, 1026.4682780092903]","[225.8784075441818, 1043.8478278701732]","[533.8905264327854, 1333.336120196713]","[449.73451489133214, 1356.262941314278]","[317.0073961964841, 1511.8707036878718]","[94.73905409498555, 1199.3218226908864]","[14.516788220520151, 1215.949730055666]","[236.29967306831492, 1531.2497235322003]"
79,"[269.6634123302368, 1104.002581006569]","[218.52612883479452, 1102.6650250656733]","[537.320631480173, 1374.9729018376693]","[485.16329090522305, 1379.525216433491]","[325.9503402980134, 1587.3387811774387]","[60.99981731326744, 1310.0729402708334]","[12.736342302347396, 1307.3872832251516]","[277.67023315592616, 1587.2685727397338]"
80,"[233.4044645762192, 1205.1569001265482]","[211.8532963711191, 1171.3096860597582]","[530.6741282960656, 1442.9245536955568]","[508.43682522609674, 1415.1042448684725]","[331.9321781843455, 1671.8166980343324]","[37.065251231811544, 1427.4287117736742]","[18.530858100537444, 1391.7489976698762]","[313.80457581028054, 1638.447699409509]"
81,"[205.538145197296, 1305.2361166443936]","[212.74804369002663, 1247.3109735764422]","[510.7955357657172, 1537.253617213773]","[517.3566466232671, 1485.2659698450477]","[317.83443834218974, 1757.3583684257096]","[14.95321174020115, 1518.823122442306]","[25.316903812482686, 1458.996193176105]","[328.8680508016896, 1699.605663810622]"
82,"[186.57773748807762, 1369.7332079683174]","[220.06273925660838, 1296.9717222828594]","[489.2134125349168, 1609.3238999733824]","[522.0007541277222, 1542.353259767215]","[301.65743205141365, 1812.8650111292493]","[1.4316480808646976, 1566.9948378068063]","[38.160242508534274, 1492.446226184181]","[339.24291413330496, 1740.2453232418363]"
83,"[187.99947663043548, 1450.0871818710455]","[250.68556343365725, 1366.3992640320062]","[480.112361680168, 1705.0458203978085]","[542.0471970562817, 1626.9446544629805]","[302.4995047344734, 1885.6472405229945]","[12.794742566554476, 1624.7588666251143]","[78.75601967767687, 1539.5167075006714]","[369.50521728524694, 1802.2223891268275]"
84,"[176.11493965577432, 1512.2404083842307]","[260.5112254359596, 1424.6340539759337]","[446.4188329465896, 1790.6135345500456]","[529.8186423735825, 1708.3552182772482]","[271.1018472222974, 1943.9548031287754]","[3.4014766998290478, 1660.0827903327213]","[91.10291938430889, 1571.2706549781235]","[359.88338151582656, 1856.9148059080908]"
85,"[212.66964113931525, 1599.8117605442967]","[297.4797165339674, 1517.1515716829097]","[461.72617149300237, 1896.7278730230607]","[545.0576482757085, 1819.3065906230245]","[268.6291045659826, 2035.3860071714332]","[22.695930014325118, 1733.2031762326876]","[110.93077008633057, 1649.5873131950218]","[357.7348859335967, 1953.5965110494221]"
86,"[250.19180547081734, 1672.6315342213545]","[311.5302549433418, 1599.7857359940595]","[477.0891716771207, 1983.373391460899]","[536.2555844945882, 1915.7618978329826]","[247.72823571629326, 2117.290498047625]","[24.75944019552501, 1801.3513014825273]","[89.69439473066856, 1727.7064649891809]","[313.06378096098547, 2045.5860973129045]"
87,"[257.3677201662788, 1705.2508495350646]","[282.45865317027847, 1652.2737319599778]","[461.2273974790953, 2029.1400851842445]","[483.6173328054572, 1981.4886636477936]","[202.47017506037494, 2167.060228879096]","[3.134024538494515, 1837.908397455215]","[31.840630698219712, 1784.2529856822327]","[231.0556395347028, 2115.568681297352]"
88,"[288.79211382618814, 1726.1934096454074]","[274.7996894220205, 1703.436512087215]","[495.7632231187056, 2050.2438081638943]","[479.24155140920743, 2032.9947903060122]","[235.27831142211744, 2206.976598094132]","[32.64775801048927, 1877.4083216281047]","[22.067244765102256, 1853.9526563038128]","[224.32833187863525, 2185.985167232305]"
